PAC,long,lat
MT2993203ID,-45.66739797353762,-22.99776769002682
MT434220845981159MT02,-45.64217743643951,-22.96848014434312
MT4305294145401328MT02,-45.677977059393754,-23.02083304680764
MT43493645367101MT02,-45.634988872038775,-23.024103083390514
MT4339864445934877MT02,-45.64401226205621,-22.972779133050494
MT4340861545680909MT02,-45.643207470448374,-22.995535341582695
MT4345772445355992MT02,-45.63849473064727,-23.02509245725105
MT4329002145643972MT02,-45.65473537074075,-22.999012806795577
MT4304559245402436MT02,-45.67869372283701,-23.020729890072346
MT4274280545073492MT02,-45.70871430232313,-23.050611289579308
MT4349761245353991MT02,-45.63460288391593,-23.025288862890648
MT4274779545098813MT02,-45.70822021209307,-23.048373522719828
MT4343831645538678MT02,-45.640310860257955,-23.00858303138176
MT337857179ID,-45.6853413027589,-23.024483079330594
MT4323507645730923MT02,-45.66005824838942,-22.991136401323843
MT4322167545746225MT02,-45.66135899542127,-22.989748742010818
MT4303457145441729MT02,-45.67975143438116,-23.017176022055708
MT4357923245776844MT02,-45.626461170346715,-22.98712472532577
MT4353812445762666MT02,-45.630477751247156,-22.98838950487169
MT4296812245989415MT02,-45.68598583248013,-22.967676636067836
MT4292185945467063MT02,-45.69073865596414,-23.014840047430198
MT4333400245865876MT02,-45.65034809199079,-22.978986175571492
MT4252637445918186MT02,-45.729111887703425,-22.973918287199126
MT4261600545874643MT02,-45.720389052912424,-22.977891394871904
MT4330145445868395MT02,-45.65352228692399,-22.97874557724657
MT4291681445479565MT02,-45.691225202680926,-23.0137086211559
MT434113414565005MT02,-45.6428953868126,-22.998512276520273
MT4322647545741224MT02,-45.66089288310002,-22.9902024283993
MT4329335645854899MT02,-45.65431817344489,-22.979961395002306
MT4324417645720324MT02,-45.65917504759034,-22.992097489707362
MT4355422545754265MT02,-45.628910382208346,-22.989154602203087
MT4332819745868178MT02,-45.650913415721504,-22.9787759131778
MT4351734645768276MT02,-45.63250258202851,-22.98787467987256
MT4300944245386954MT02,-45.68222851263573,-23.02211317957955
MT4299537545518544MT02,-45.683774361797305,-23.01079496071884
MT4300260245520868MT02,-45.6828351134497,-23.01001413784212
MT2987209ID,-45.68358482248152,-23.01355734259721
MT4318797745785622MT02,-45.66462931439128,-22.98617631288647
MT435619934574948MT02,-45.628154497531966,-22.989589834503192
MT4331550145873377MT02,-45.6521497452145,-22.9783012024385
MT4319217745780722MT02,-45.664221717358316,-22.98662064003048
MT4354621845758569MT02,-45.6296897823575,-22.988762723520836
MT4301202445382619MT02,-45.68197851099944,-23.022505836175355
MT4339247845892421MT02,-45.644039955779306,-22.977264575499703
MT4328965445849195MT02,-45.654681814314245,-22.98047513901639
MT4291692745479361MT02,-45.69121427052215,-23.013727096828006
MT4302326645453134MT02,-45.680849450841436,-23.016141091238353
MT4328655445843596MT02,-45.654986682689184,-22.980979639798477
MT4323977745725522MT02,-45.65960196206083,-22.9916261766067
MT4301766645458833MT02,-45.68139333113726,-23.01562396127673
MT435102914576294MT02,-45.63319314264936,-22.98835392679223
MT43283356458388MT02,-45.65530076461857,-22.981411567090106
MT4302906745447533MT02,-45.68028590776839,-23.01664945191061
MT435811345784435MT02,-45.62627283342448,-22.986439768380535
MT4301186845464532MT02,-45.68195652797135,-23.015106746778883
MT43117915456297MT02,-45.67146827723917,-23.000308005010368
MT437286445300264MT02,-45.61207854668754,-23.030230771532842
MT4374321945329829MT02,-45.610802890740786,-23.027594345102898
MT4373069245300116MT02,-45.61187834321095,-23.03024491517067
MT194226033ID,-45.59544030462632,-23.032144321103488
MT194226033ID,-45.59548989684123,-23.03248034559141
MT4389920645279783MT02,-45.59494123485007,-23.03153240169894
MT52730738ID,-45.6104293600269,-23.016399936807602
MT52730731ID,-45.61023698694737,-23.016263194890485
MT43743825453014MT02,-45.61059610872337,-23.03013388397153
MT4288596845701482MT02,-45.69415084388629,-22.993617856578794
MT4316839745669352MT02,-45.666591128777554,-22.996670774336735
MT4376210445387784MT02,-45.60878288302359,-23.022335402956458
MT2982658ID,-45.64515470322692,-22.976042293417038
MT427502745124702MT02,-45.707650287430795,-23.04568544013091
MT4288342745706312MT02,-45.694378352578894,-22.993212813620403
MT4338128345671501MT02,-45.645824944565504,-22.99656791887429
MT4374380345301551MT02,-45.610598194251224,-23.030120235860124
MT4285910445261452MT02,-45.696957878003616,-23.033385533915236
MT4286685845501889MT02,-45.69608962393693,-23.011670788875733
MT4338153745671665MT02,-45.64579411400712,-22.99654799079707
MT4297849345359004MT02,-45.685274370715604,-23.024601972403048
MT2988935ID,-45.691516114477054,-23.01129943182326
MT4261525445875259MT02,-45.720468337143984,-22.977830603399582
MT4278161145173228MT02,-45.704562261938804,-23.041321061717554
MT4376465945386655MT02,-45.608540721676945,-23.02243551638594
MT4374683645455059MT02,-45.61024027037212,-23.016255503888374
MT4347163445355492MT02,-45.637137457627546,-23.025143092679514
MT4288614537143MT02,-45.69426927021061,-23.023459572601155
MT4374689245454993MT02,-45.610234342940544,-23.016261127349082
MT4286177645258217MT02,-45.69674791958079,-23.03362718624561
MT4301294945545792MT02,-45.68193863326127,-23.007993979038872
MT4390429245286578MT02,-45.59494123485007,-23.03153240169894
MT4374158945329505MT02,-45.610802890740786,-23.027594345102898
MT4270974145046042MT02,-45.71164532597095,-23.052783816020224
MT437449545453338MT02,-45.61042413406648,-23.016409531674526
MT4374245145323731MT02,-45.61072111538715,-23.028116229780153
MT4376294645387856MT02,-45.60870915840087,-23.02232574963358
MT4376435945387229MT02,-45.608579603865564,-23.022379452649602
MT4301168545543275MT02,-45.68193863326127,-23.007993979038872
MT4316590245666084MT02,-45.666836014170656,-22.996964943477337
MT2991920ID,-45.60858096813712,-23.022378904962466
MT4345785245355985MT02,-45.638482241762006,-23.025093140735805
MT4281217245201314MT02,-45.70156634321211,-23.03879739048716
MT4300710745538782MT02,-45.68238738237176,-23.008397898743965
MT4317738345682432MT02,-45.66570857549033,-22.995492966427207
MT427395794508223MT02,-45.7085550818515,-23.049917372688526
MT4285903645261546MT02,-45.69696447093355,-23.033377013738175
MT4338709245898701MT02,-45.644631961495804,-22.97661169737188
MT2986040ID,-45.60877713635574,-23.022337772670028
MT4373405245300377MT02,-45.6115503181926,-23.030222606587984
MT43743686453122MT02,-45.61060528000962,-23.02915827873153
MT4374585945300973MT02,-45.610397774038006,-23.030173220317806
MT4320052245770206MT02,-45.66341219981314,-22.987573945680992
MT432113245757775MT02,-45.66236418925587,-22.98870122697997
MT4262468545802926MT02,-45.719576583792275,-22.984373260317682
MT426212145817581MT02,-45.71990858831066,-22.983047970787197
MT43449245590905MT02,-45.6392265917338,-23.003869723209107
MT4282780245462646MT02,-45.69991898397387,-23.01519871145132
MT4294113345273389MT02,-45.68859999439417,-23.032690823822406
MT4281922945439476MT02,-45.700958963585265,-23.01771448573487
MT4358202545787992MT02,-45.6261840334663,-22.98611881293283
MT428207684520788MT02,-45.70072431337633,-23.038208020683555
MT43300745879377MT02,-45.653591073369284,-22.97775328238805
MT4320618645763756MT02,-45.66286244514566,-22.988158877330306
MT4262297445820984MT02,-45.71973486627104,-22.98274136761995
MT4321682445751393MT02,-45.661830006349646,-22.9892799479112
MT4346523245355592MT02,-45.63776219057257,-23.025131543585815
MT429925645402258MT02,-45.68386901274471,-23.020723692844115
MT4298074745424792MT02,-45.68501152046525,-23.0186832624226
MT4288328245289954MT02,-45.69458502397964,-23.030821398588614
MT4278614645153851MT02,-45.70412873924988,-23.043073301691493
MT4280484745194311MT02,-45.70228453550288,-23.039426780121744
MT4304158445412826MT02,-45.67907926669477,-23.019788716276196
MT429570645285879MT02,-45.687386629089644,-23.03122092780353
MT428846174526035MT02,-45.694442982357714,-23.033518356586853
MT4262342145824674MT02,-45.71968949187652,-22.982408257834777
MT4297669345436805MT02,-45.68540164636886,-23.01759644252178
MT4298287145364987MT02,-45.6848322460113,-23.0241119507059
MT4288051645264927MT02,-45.69486655764547,-23.033080838210083
MT4273796745137742MT02,-45.70883872532687,-23.044507375015314
MT352569225ID,-45.70119858074986,-23.038589818864978
MT4282792245230005MT02,-45.70001576721387,-23.03621262111551
MT428319114522699MT02,-45.69962785813908,-23.03648667961653
MT428810294538379MT02,-45.694761462871156,-23.0223444618274
MT4275601745873948MT02,-45.7067304950163,-22.978015662292933
MT429090484534584MT02,-45.69228460225253,-23.02547204759685
MT429212245469994MT02,-45.6907996623745,-23.01457502531713
MT4288112945395914MT02,-45.69474609345741,-23.02124937355967
MT2989682ID,-45.689934539747185,-23.011286187507494
MT4276130945845371MT02,-45.70622764808746,-22.980599260747226
MT4285619145288389MT02,-45.69722965672321,-23.030951132089058
MT4295955745563448MT02,-45.68701591685107,-23.00614980766744
MT4290657345349286MT02,-45.69228460225253,-23.02547204759685
MT4283469545347021MT02,-45.69930020544007,-23.025645798414814
MT4288155945390353MT02,-45.6947067040511,-23.02175186975296
MT426190345872162MT02,-45.72009513738067,-22.978116837821744
MT4287483245406129MT02,-45.69535586528093,-23.0203239792682
MT427663784583472MT02,-45.70573812731266,-22.981563544421988
MT4287896545388847MT02,-45.69496054219525,-23.021886791442228
MT4277089645834032MT02,-45.70551055207028,-22.98183274748328
MT4287904245399326MT02,-45.69494817741639,-23.02094028196842
MT4345857445927625MT02,-45.63816899350422,-22.97345784150616
MT4277541845833496MT02,-45.7052976834413,-22.981627652594057
MT4277981345832792MT02,-45.704856778217675,-22.981678030816397
MT4291369545485814MT02,-45.69152668151111,-23.013142834274333
MT4288386945380429MT02,-45.694485869227435,-23.022649269947806
MT4283589145343395MT02,-45.69918517765376,-23.025973841419614
MT4285481445283835MT02,-45.69736615852133,-23.031361891138317
MT434261614548368MT02,-45.641520417832965,-23.013546127151983
MT42976845433454MT02,-45.68539273408737,-23.017899175906223
MT429833845423288MT02,-45.684755264943476,-23.0188202264722
MT4278282245171419MT02,-45.704444917498904,-23.041484990140134
MT433831345903362MT02,-45.64553921736098,-22.975619696591707
MT4276874445174702MT02,-45.706187822509946,-23.041055109705496
MT4344026645444501MT02,-45.64046885315503,-23.016543300432943
MT4303966645410327MT02,-45.67908014982902,-23.019789706429776
MT430285634566719MT02,-45.68072615199026,-22.996834951871506
MT4282710645218183MT02,-45.700100924018386,-23.037280117283558
MT4337018345331221MT02,-45.64704857293327,-23.027295283650403
MT4271094345046973MT02,-45.711637194301034,-23.05277798211813
MT4340620845951054MT02,-45.64326745792681,-22.97132087605752
MT4345850645421407MT02,-45.63839059544955,-23.019183921300908
MT429315274522753MT02,-45.68990532437118,-23.036480601998164
MT4350486245356073MT02,-45.633894471752456,-23.02510363402547
MT4273948145137632MT02,-45.70869100628488,-23.044517973525615
MT434664345410343MT02,-45.637622021339155,-23.020186433357196
MT433932864534406MT02,-45.644788389572454,-23.026144760272416
MT4298700145357364MT02,-45.683994825200955,-23.025274050157236
MT4283124545470982MT02,-45.69957912567605,-23.014447226258426
MT4281447645427359MT02,-45.70133771126632,-23.018642117539628
MT4275063845179944MT02,-45.70796646118322,-23.04066696320973
MT4338186545340296MT02,-45.64590459751912,-23.026480210992872
MT4301587245318505MT02,-45.68136017852936,-23.02875823150714
MT3163490ID,-45.64271235409183,-22.99732002370007
MT4293868145226723MT02,-45.68920748193972,-23.03655653985237
MT4341448745350466MT02,-45.642716615979,-23.0255745325386
MT4346816645407322MT02,-45.637453893082636,-23.020459999029697
MT4283053245474073MT02,-45.69964726101222,-23.01416771606722
MT434061545990548MT02,-45.64325623528697,-22.967753395902434
MT4277832345173491MT02,-45.70488305011264,-23.041295876203662
MT4275258545122403MT02,-45.70741919943646,-23.04589928992027
MT4343073945483585MT02,-45.64107372637136,-23.013556517918914
MT4300536545336381MT02,-45.682264408175854,-23.027190999165214
MT4298283245362987MT02,-45.68443196496315,-23.02477652181898
MT4305736945661559MT02,-45.67792663710458,-22.997070615616394
MT4347819845402948MT02,-45.636476751800615,-23.020859036315414
MT4337797345732327MT02,-45.646115779019965,-22.9910670492049
MT4302616745411507MT02,-45.68058523002429,-23.019902386985507
MT4274669845180301MT02,-45.70842092908259,-23.04063538981137
MT4350847645357879MT02,-45.63354101660457,-23.02494191253919
MT4282267445449147MT02,-45.700599240162774,-23.01682244729807
MT432936145639812MT02,-45.65438699946043,-22.999390020233193
MT4341204245986254MT02,-45.64268330868771,-22.968143599147766
MT4343708245450547MT02,-45.64070823919383,-23.016172880474016
MT4301263445324643MT02,-45.681632108335066,-23.02829872740432
MT4336105545323572MT02,-45.64794269419991,-23.027982559947134
MT4347520845406214MT02,-45.63676715278183,-23.020562849096166
MT4281551345430284MT02,-45.7012358432595,-23.01838034197914
MT4345331545428426MT02,-45.63906237103157,-23.01833029830459
MT4315812945670376MT02,-45.6675925175806,-22.996574059445265
MT427387245136828MT02,-45.708765661705854,-23.044590262830297
MT4348343245354492MT02,-45.63598650797093,-23.0252380529937
MT4300933645330738MT02,-45.68194532151932,-23.02774293468866
MT4297889145426496MT02,-45.68519186061582,-23.018528559245567
MT429597645334963MT02,-45.68710065097423,-23.026788432040462
MT434724345409525MT02,-45.637036845973626,-23.020262680578185
MT4336534445753394MT02,-45.647338868693794,-22.98915906284043
MT434136545663123MT02,-45.642689451057265,-22.997325626476425
MT4304355645666515MT02,-45.679247024430595,-22.99682675904762
MT4347380145407757MT02,-45.636903803867426,-23.02042291998174
MT4317019545672409MT02,-45.66641434274766,-22.996395378543866
MT4340479545347828MT02,-45.64366359669759,-23.025808974104848
MT430386964566703MT02,-45.67975683301137,-22.996787175387794
MT4306112845659788MT02,-45.6774275772209,-22.99732874532532
MT4289573445250227MT02,-45.692825556154446,-23.034847510504164
MT4331287845694222MT02,-45.652483365814646,-22.994482996293186
MT4327789545658136MT02,-45.655912340482075,-22.99772849757204
MT4301704945665576MT02,-45.681661599802965,-22.997035256072138
MT4324694645687728MT02,-45.658919076254335,-22.995042962762454
MT433022744562965MT02,-45.653546056904986,-23.00031142962871
MT4341315945663257MT02,-45.6427852540362,-22.99730220363375
MT4279848345493201MT02,-45.7027656970792,-23.012426079999557
MT4336557845327384MT02,-45.6474996386973,-23.027640035159436
MT72263726ID,-45.6848362488937,-23.024266849035826
MT4333801945304587MT02,-45.650199058140004,-23.02968822133431
MT43387558453422MT02,-45.645348191465814,-23.02631049183566
MT4276069445178641MT02,-45.7071059817556,-23.040626731138673
MT434473245435702MT02,-45.63987812807312,-23.017466425734938
MT4323646245704445MT02,-45.659934645567375,-22.993528683401962
MT4334270145308232MT02,-45.649740546888665,-23.02936085192175
MT4283325445228732MT02,-45.69949597256107,-23.036329909797473
MT4331284945915349MT02,-45.652390265298436,-22.974508855799
MT4347230545417041MT02,-45.63704585538187,-23.019583721211745
MT4340314445944576MT02,-45.64356912651391,-22.971904813955973
MT4345850645421407MT02,-45.63839059544955,-23.019183921300908
MT434431845440354MT02,-45.64016072293896,-23.01709068358815
MT4323324245709331MT02,-45.66024666714992,-22.99308602989629
MT4305224145664393MT02,-45.67834638397841,-22.99695220188255
MT4337694845901676MT02,-45.646143024880644,-22.975769534436438
MT434624145416724MT02,-45.6380116094482,-23.019608466057832
MT4302353745666869MT02,-45.680998054816314,-22.996848598184215
MT427420445180628MT02,-45.708876692904994,-23.0407208775664
MT4303811245408256MT02,-45.679421036951226,-23.020201050937715
MT428319114522699MT02,-45.69962785813908,-23.03648667961653
MT4336141445869246MT02,-45.64767240385834,-22.978692716895296
MT4298886845391826MT02,-45.68423405655642,-23.021664434965658
MT427387245136828MT02,-45.708765661705854,-23.044590262830297
MT4325074645689509MT02,-45.65854753574013,-22.994883629875574
MT4338401445720515MT02,-45.6453343832751,-22.99179089103677
MT4278161145173228MT02,-45.704562261938804,-23.041321061717554
MT4336402645870878MT02,-45.647416883082656,-22.97854634144045
MT4325460545685558MT02,-45.658172749572714,-22.995242082556047
MT4306551645659759MT02,-45.67706160980538,-22.9974902851485
MT2999504ID,-45.64316496758914,-23.02570025776066
MT4303346945667444MT02,-45.680235623075475,-22.996808063041613
MT4281727845434744MT02,-45.7011332818754,-23.01811658251421
MT4340014445938076MT02,-45.64386456459795,-22.9724907645371
MT4338401445720515MT02,-45.646115779019965,-22.9910670492049
MT4271545745051364MT02,-45.71107673590262,-23.052299772116726
MT4343193845539757MT02,-45.64093275584196,-23.0084830492533
MT4335646945319721MT02,-45.64839191725315,-23.028328581298922
MT4290152145245468MT02,-45.69224062990111,-23.03524526175937
MT4328197245653399MT02,-45.65551661270149,-22.99815803086841
MT4273267945180184MT02,-45.70980971704478,-23.040598362024753
MT4296394945679551MT02,-45.68726525838491,-22.995305703295514
MT434545345417209MT02,-45.638780385006726,-23.019561554721918
MT4274116345077864MT02,-45.70839687671446,-23.050313000644394
MT4341724445982551MT02,-45.64217743643951,-22.96848014434312
MT4349042945354092MT02,-45.635303835303716,-23.02527692708844
MT4275551245180789MT02,-45.70758208464542,-23.040700930603407
MT4337932745338742MT02,-45.64615295429536,-23.026619569937168
MT4282091745444637MT02,-45.70076636927246,-23.01728789861761
MT4339910345345874MT02,-45.644219923610535,-23.025983215952635
MT4345158145430827MT02,-45.63947610683681,-23.017888267129763
MT4337478645335139MT02,-45.64659766904714,-23.02694321255916
MT4338654545718442MT02,-45.64553145531238,-22.99213641506344
MT4288994845255338MT02,-45.69338814684545,-23.03441516682642
MT4343124445505627MT02,-45.64137074096686,-23.011527035843983
MT429769145430028MT02,-45.68538356370044,-23.018208684782905
MT4302075145666705MT02,-45.680998054816314,-22.996848598184215
MT4304793345665684MT02,-45.67834638397841,-22.99695220188255
MT4290397445700053MT02,-45.69294327111504,-22.993778329806048
MT4345456645425911MT02,-45.63889417892318,-23.018547860495346
MT4351248545360606MT02,-45.63314862620808,-23.024697152151816
MT4273737545179659MT02,-45.709334776079004,-23.040671400464703
MT4295602445328367MT02,-45.68746827134362,-23.02738264918986
MT4337069645744295MT02,-45.646820617277626,-22.98998309724209
MT4341798445661896MT02,-45.64266450476305,-22.997332321929093
MT4276494245176092MT02,-45.70660122826405,-23.040823014470504
MT4291047745816577MT02,-45.691688454258724,-22.98326434317488
MT2982826ID,-45.645826021953326,-22.996568908128552
MT4293537145502481MT02,-45.689403867794226,-23.011646566535774
MT4340277845634673MT02,-45.64373747600365,-22.999897868291953
MT4277160545188978MT02,-45.70553144691871,-23.039894056165735
MT4283060145362119MT02,-45.699692700157925,-23.024280269618714
MT43182674579176MT02,-45.665144360623685,-22.985619703586394
MT43107917456995MT02,-45.67247864217558,-22.993922616135762
MT4247661545828334MT02,-45.73400980690701,-22.9820119733738
MT4299516845481532MT02,-45.6835784166106,-23.01356414506921
MT4291433245499301MT02,-45.69145831325051,-23.01192485634698
MT4330676845876984MT02,-45.65300014144333,-22.97797187879911
MT4299859645478462MT02,-45.68324530412747,-23.013842895333312
MT4284895645332512MT02,-45.69832205961529,-23.02674816309718
MT4293247745504777MT02,-45.68968520900518,-23.011437944505474
MT4285889945261736MT02,-45.69697775302086,-23.033359792620274
MT4291509545507596MT02,-45.691341917595366,-23.011143741190665
MT4340885545630449MT02,-45.643146337233645,-23.000281825745617
MT4338601745724349MT02,-45.6453343832751,-22.99179089103677
MT4290560345817815MT02,-45.6921633889292,-22.983150441339774
MT4283301645358388MT02,-45.69945876221209,-23.024618322977176
MT4300871445387773MT02,-45.68222851263573,-23.02211317957955
MT4285401445268836MT02,-45.697451205608616,-23.032716367266516
MT4278252945149347MT02,-45.704483882425166,-23.04347856318509
MT4285650745265048MT02,-45.69720966209621,-23.033059599820604
MT4274962545778503MT02,-45.707398956596535,-22.9866342125988
MT432508845712419MT02,-45.658524425861515,-22.992814257471935
MT4277568545141813MT02,-45.70515541608955,-23.044156110615972
MT427661145141891MT02,-45.70608992680866,-23.044144896070065
MT4315109145539036MT02,-45.66833762658018,-23.008434878866524
MT4311079645696288MT02,-45.67219918144701,-22.994213942519366
MT4275040945891039MT02,-45.707269549550006,-22.976469428221492
MT4311457645633833MT02,-45.67185829342549,-22.999856959031376
MT4277781845145906MT02,-45.70494530478197,-23.04378733012112
MT4275221845887228MT02,-45.707094866135094,-22.9768144549231
MT4296374845557734MT02,-45.686609587862165,-23.0066677146433
MT4339504645663774MT02,-45.64447942568489,-22.997266143517663
MT4329645445859895MT02,-45.65401376732149,-22.979511359861306
MT4275831945865439MT02,-45.706509918298025,-22.97878526252981
MT428935614536242MT02,-45.693548370960514,-23.02428012572716
MT432307784573592MT02,-45.660475390826605,-22.99068328150821
MT4292270245463771MT02,-45.69065790763631,-23.015137765295606
MT4291221145502463MT02,-45.69166382452585,-23.011638335940404
MT424811464582559MT02,-45.73356911212477,-22.98226187878265
MT4300369645472763MT02,-45.68275022913974,-23.014359821148787
MT434109784587022MT02,-45.64225455330495,-22.979267858524793
MT4299077845487139MT02,-45.68400424470008,-23.01305582666504
MT4292434245816973MT02,-45.69033561129936,-22.98323447129377
MT4334186545862943MT02,-45.64958226710792,-22.979254255379544
MT4274862445894625MT02,-45.70744199814965,-22.976144736090646
MT4341697645863123MT02,-45.64225455330495,-22.979267858524793
MT2983082ID,-45.69865200558553,-22.98533225238151
MT434191245972638MT02,-45.641998661109255,-22.969376317862725
MT4284272445336593MT02,-45.6988023776276,-23.026344166949684
MT4295815345294438MT02,-45.68727603765899,-23.030448277066284
MT4285423245281428MT02,-45.697424077559106,-23.031579058526688
MT4299301745512179MT02,-45.683774361797305,-23.01079496071884
MT4286754145307362MT02,-45.69637507235166,-23.028892764689317
MT433985784588522MT02,-45.64343821939826,-22.97794458977097
MT4314787945536436MT02,-45.668652204035936,-23.0086684094195
MT4288743945286649MT02,-45.69418085606162,-23.031121710998093
MT4315378545541254MT02,-45.66807376549184,-23.008235640362443
MT340733389ID,-45.719696092001016,-22.982457005586298
MT4309925745709346MT02,-45.673319165646944,-22.99302965499453
MT4310505245702739MT02,-45.67275672244472,-22.993628856186717
MT4340359145657384MT02,-45.64364842423532,-22.997846734139443
MT4357662845767828MT02,-45.62671898259492,-22.987938128841506
MT4291472545819122MT02,-45.691272852360214,-22.98303626701005
MT4285540945286293MT02,-45.69730694805719,-23.031140122818385
MT4274820445899308MT02,-45.70748076882239,-22.97572154751134
MT4296374845557734MT02,-45.686609587862165,-23.0066677146433
MT4353050545767475MT02,-45.631219075000274,-22.987952152869525
MT4283079145801567MT02,-45.69946954598271,-22.984586043511058
MT4319635245774934MT02,-45.6638169495925,-22.987145167815186
MT4284228445788773MT02,-45.698354226566266,-22.985746643792538
MT4284477645334865MT02,-45.69852151125872,-23.026591193628633
MT4282516545364703MT02,-45.700753746388216,-23.023456648005833
MT4315638945543451MT02,-45.66781869527654,-23.008038260757075
MT4277569445182198MT02,-45.70513554916624,-23.040508254452334
MT4352353445769292MT02,-45.631898429169155,-22.987785314240796
MT428848645288821MT02,-45.694431545679265,-23.030924415029688
MT2992793ID,-45.69609737879097,-23.011660728160052
MT4291509545507596MT02,-45.69139630949206,-23.0111895724408
MT4311001845638961MT02,-45.6723007310938,-22.999391869239332
MT2998051ID,-45.72046950266537,-22.977829695084324
MT4330405445872596MT02,-45.653266814711685,-22.978367150623455
MT43117915456297MT02,-45.67153434773189,-23.000231666957802
MT4336238945842618MT02,-45.64758874892158,-22.981098383583515
MT4292166445818483MT02,-45.690908295981046,-22.983023133310894
MT4275372345882214MT02,-45.70695040263894,-22.977268013607898
MT4285546945324076MT02,-45.69728353690567,-23.02772730716947
MT435760345760137MT02,-45.62678053219577,-22.988632619499754
MT4304490745893974MT02,-45.6785386113678,-22.97632989930537
MT4346068945923906MT02,-45.63796424485395,-22.973794606136096
MT4277340345140345MT02,-45.70537883556477,-23.04428771740419
MT4283429245799066MT02,-45.699129149890325,-22.984813461372084
MT4310214545706046MT02,-45.67303887034757,-22.993328935881664
MT4287874545387667MT02,-45.694982557598905,-23.02199328376298
MT4330676845876984MT02,-45.65300014144333,-22.97797187879911
MT4286483945311218MT02,-45.69637507235166,-23.028892764689317
MT428874545359943MT02,-45.69414588142723,-23.024501252830532
MT4300659645469962MT02,-45.68246851471014,-23.014614049598663
MT4291993545477041MT02,-45.69092181369069,-23.013937938385084
MT4277980145146178MT02,-45.704751630383385,-23.043763623092673
MT4291846145819285MT02,-45.690908295981046,-22.983023133310894
MT4327745945828703MT02,-45.65588047120673,-22.98232123673563
MT4338052445670944MT02,-45.64589326246403,-22.996612715004744
MT4346427745919621MT02,-45.63761603814959,-22.974183074589178
MT427843444515145MT02,-45.704305745613624,-23.04328939439
MT4291492945507444MT02,-45.69151675119707,-23.011290396334687
MT4340477945877719MT02,-45.642836670076235,-22.978624420580502
MT2987099ID,-45.70565274747628,-23.04425623573667
MT4253154145917774MT02,-45.72860803713115,-22.973957819597672
MT4310808345641335MT02,-45.67272033767341,-22.998947288486534
MT428904145361526MT02,-45.6938562862386,-23.024359530467905
MT4277319745186194MT02,-45.70537737776374,-23.04014621977217
MT4291518345482517MT02,-45.691382998626466,-23.01344127969128
MT4292054845473327MT02,-45.690863704896,-23.01427367598933
MT4296049145555523MT02,-45.68692840472204,-23.006866052026623
MT4358202545787992MT02,-45.6261840334663,-22.98611881293283
MT4294032145497521MT02,-45.68892312260397,-23.012096695206253
MT427670174514054MT02,-45.70600203696438,-23.044267322578833
MT4288450545358357MT02,-45.69443401521761,-23.024643251285
MT4291388245495701MT02,-45.6915038818986,-23.012249844354812
MT429288945817018MT02,-45.68989189029844,-22.983232339001177
MT4332080245870977MT02,-45.65163363688282,-22.978520119008238
MT4357336145753407MT02,-45.62704373857764,-22.989239504499494
MT428524234527321MT02,-45.69760444558864,-23.032320590922495
MT4295535445569046MT02,-45.68742346711929,-23.005642372397517
MT4286220145313739MT02,-45.69663135035648,-23.02866391600685
MT43000945475659MT02,-45.68302175155253,-23.014097054535398
MT2984379ID,-45.63213688261101,-23.02588913157814
MT4331040445875276MT02,-45.65264616738665,-22.97812762159242
MT4314428445533279MT02,-45.669004402830865,-23.00895209336437
MT4285784345319457MT02,-45.69705400024185,-23.02814555037679
MT4345175145935192MT02,-45.63883138825793,-22.972771640798555
MT4291371545506112MT02,-45.69151538422756,-23.01130937113055
MT4275442245877718MT02,-45.70688432405228,-22.97767443162968
MT4293879345501466MT02,-45.689070415367325,-23.01173970302483
MT2987401ID,-45.64982567761291,-22.979213602425773
MT4356796845748584MT02,-45.627571919408524,-22.989673078449755
MT4248505345825988MT02,-45.73318776000707,-22.982227691954392
MT4285994145316076MT02,-45.69705400024185,-23.02814555037679
MT4344907945938303MT02,-45.639090728454335,-22.972489575633347
MT4340999545349081MT02,-45.64316350169423,-23.02569990162914
MT4302722245413677MT02,-45.680481293576804,-23.019706817715416
MT4283926545793263MT02,-45.69865123126925,-22.98533343049337
MT4324685345687684MT02,-45.65892816929954,-22.995046899994406
MT4300209445388751MT02,-45.68294476778675,-23.021947767275606
MT4340620845951054MT02,-45.64326745792681,-22.97132087605752
MT2997972ID,-45.633115447519856,-23.02467677980951
MT4289016145376485MT02,-45.69415121080971,-23.022835371155395
MT4335187745315937MT02,-45.648841698785304,-23.028668546616075
MT4299203745484769MT02,-45.68386324179511,-23.013288944429178
MT4328035245833893MT02,-45.65559596977812,-22.981853598264877
MT4281580945203525MT02,-45.701210341184265,-23.038599250954633
MT4333945745863337MT02,-45.649824315139995,-22.97921424094443
MT4338517645901424MT02,-45.64534045100095,-22.975795567111675
MT4351288145360915MT02,-45.63311456348629,-23.02467560889221
MT4291334245492332MT02,-45.69155812630646,-23.01255392852096
MT4272279945181959MT02,-45.71078417115251,-23.04044756280473
MT428857845701839MT02,-45.694158773208756,-22.9936037300281
MT4338401445720515MT02,-45.64573734070569,-22.992057620962385
MT4281153645200928MT02,-45.70162859698212,-23.038831981111002
MT4352290945347455MT02,-45.63213688261101,-23.02588913157814
MT428857845701839MT02,-45.69420579246332,-22.99360207887281
MT4301298645545867MT02,-45.68181415270095,-23.007767155629665
